BHK,Size,StayFloor,Bathrooms,Furnishing Status,Tenant Type,Area Type,Area Locality,Rent,,City,Point of Contact
3,1300,3,3,Unfurnished,Bachelors/Family,Carpet Area,"Chromepet, GST Road",38000,,Chennai,Contact Agent
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Annanagar East,20000,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Super Area,Mugalivakkam,7500,,Chennai,Contact Owner
2,400,2,2,Unfurnished,Bachelors/Family,Super Area,Karanai,12500,,Chennai,Contact Owner
3,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Chennai,16000,,Chennai,Contact Owner
2,935,2,2,Unfurnished,Bachelors,Carpet Area,Porur,16000,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Super Area,Thoraipakkam,8500,,Chennai,Contact Owner
2,1020,2,2,Furnished,Bachelors/Family,Carpet Area,"Chromepet, GST Road",30000,,Chennai,Contact Agent
3,1280,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kodungaiyur East,16000,,Chennai,Contact Owner
1,450,1,1,Semi-Furnished,Family,Carpet Area,Anakaputhur,5700,,Chennai,Contact Owner
2,1120,2,2,Semi-Furnished,Bachelors/Family,Super Area,Porur,18000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Varadharajapuram,15000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Guduvancheri,7500,,Chennai,Contact Owner
2,750,2,2,Unfurnished,Bachelors/Family,Super Area,"Korattur, Jawaharlal Nehru Road",9000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Chetpet, PH Road",13000,,Chennai,Contact Owner
3,1100,2,2,Unfurnished,Bachelors/Family,Super Area,Triplicane,25000,,Chennai,Contact Owner
3,3000,3,3,Furnished,Bachelors/Family,Super Area,Thiruvanmiyur,130000,,Chennai,Contact Agent
2,650,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Kattupakkam, PH Road",13000,,Chennai,Contact Owner
3,1500,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Tambaram East,20000,,Chennai,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,"George Town, PH Road",18000,,Chennai,Contact Owner
2,700,1,1,Unfurnished,Bachelors/Family,Super Area,Avadi,8000,,Chennai,Contact Owner
1,450,1,1,Furnished,Bachelors/Family,Super Area,"Korattur, Jawaharlal Nehru Road",16000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors,Carpet Area,Choolaimedu,18000,,Chennai,Contact Agent
2,1250,2,2,Semi-Furnished,Family,Super Area,"Okkiyam Thuraipakkam, E Coast Road",19000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,Madambakkam,7500,,Chennai,Contact Owner
2,650,2,2,Semi-Furnished,Bachelors/Family,Super Area,Ponniammanmedu,15000,,Chennai,Contact Owner
2,850,2,2,Semi-Furnished,Bachelors/Family,Super Area,Choolaimedu,19000,,Chennai,Contact Owner
2,750,2,2,Unfurnished,Bachelors,Carpet Area,Medavakkam,10000,,Chennai,Contact Owner
3,1780,3,3,Semi-Furnished,Bachelors/Family,Super Area,"Kamaraj Nagar-Thiruvanmiyur, E Coast Road",45000,,Chennai,Contact Owner
2,980,2,2,Unfurnished,Bachelors/Family,Super Area,Perumbakkam,20000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,"Alapakkam, Porur",7500,,Chennai,Contact Owner
2,600,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Mahindra World City,14000,,Chennai,Contact Agent
2,800,2,2,Unfurnished,Bachelors/Family,Super Area,Ayappakkam,5000,,Chennai,Contact Owner
2,1500,2,2,Semi-Furnished,Bachelors/Family,Super Area,Iyyappanthangal,20000,,Chennai,Contact Owner
3,1402,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Polacheri,15000,,Chennai,Contact Owner
3,1500,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,T Nagar,75000,,Chennai,Contact Agent
3,1300,3,3,Furnished,Bachelors/Family,Super Area,Navalur,30000,,Chennai,Contact Owner
3,1484,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Porur,30000,,Chennai,Contact Agent
1,630,1,1,Semi-Furnished,Bachelors,Carpet Area,"VGP Seethapathy Nagar, Velachery",12500,,Chennai,Contact Owner
2,1150,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Chromepet, GST Road",24000,,Chennai,Contact Agent
2,800,2,2,Unfurnished,Family,Carpet Area,Tambaram East,10000,,Chennai,Contact Owner
2,600,2,2,Semi-Furnished,Bachelors,Carpet Area,Saidapet,12000,,Chennai,Contact Owner
3,2200,3,3,Unfurnished,Bachelors/Family,Super Area,KK Nagar,45000,,Chennai,Contact Agent
2,950,2,2,Semi-Furnished,Bachelors/Family,Super Area,Madambakkam,10500,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,Pattabiram,6250,,Chennai,Contact Owner
1,450,1,1,Semi-Furnished,Bachelors/Family,Super Area,Sholinganallur,6000,,Chennai,Contact Owner
1,150,1,1,Unfurnished,Bachelors,Carpet Area,Choolaimedu,7500,,Chennai,Contact Owner
1,360,1,1,Unfurnished,Bachelors/Family,Super Area,"Erukkancheri, Kodungaiyur West",6300,,Chennai,Contact Owner
1,750,1,1,Semi-Furnished,Bachelors/Family,Super Area,Mangadu,7000,,Chennai,Contact Owner
2,1065,2,2,Semi-Furnished,Family,Super Area,Madipakkam,14000,,Chennai,Contact Owner
2,650,2,2,Unfurnished,Bachelors/Family,Super Area,Tiruvottiyur,10000,,Chennai,Contact Owner
2,1140,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Iyyappanthangal,30000,,Chennai,Contact Agent
3,1525,3,3,Semi-Furnished,Family,Carpet Area,Thalambur,16000,,Chennai,Contact Owner
3,1450,3,3,Furnished,Bachelors/Family,Carpet Area,Old Mahabalipuram Road,22000,,Chennai,Contact Owner
2,1200,2,2,Semi-Furnished,Bachelors,Carpet Area,Siruseri,14000,,Chennai,Contact Owner
2,1100,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Purasawalkam, PH Road",18000,,Chennai,Contact Owner
2,700,2,2,Semi-Furnished,Family,Super Area,Ponniammanmedu,10500,,Chennai,Contact Owner
1,600,1,1,Unfurnished,Family,Carpet Area,"RE Nagar, Porur",6000,,Chennai,Contact Owner
3,1200,2,2,Unfurnished,Bachelors/Family,Carpet Area,Indira Colony,20000,,Chennai,Contact Owner
3,2100,3,3,Unfurnished,Bachelors,Carpet Area,Alwarpet,90000,,Chennai,Contact Agent
2,950,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Potheri, Kattankulathur",13500,,Chennai,Contact Owner
1,800,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Jalladian Pet,7000,,Chennai,Contact Owner
2,900,2,2,Unfurnished,Bachelors,Carpet Area,Ambattur,12500,,Chennai,Contact Owner
2,805,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kodambakkam,15000,,Chennai,Contact Owner
2,800,2,2,Unfurnished,Bachelors,Carpet Area,"Vetri Nagar, Perambur",14000,,Chennai,Contact Owner
2,2300,2,2,Furnished,Bachelors,Carpet Area,Velachery,28000,,Chennai,Contact Owner
2,1200,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Moulivakkam, Moulivakkam",9500,,Chennai,Contact Owner
3,1200,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Ayyappa Nagar, Pallavaram",16000,,Chennai,Contact Owner
4,4000,4,4,Semi-Furnished,Bachelors,Super Area,Perungudi,120000,,Chennai,Contact Agent
3,1500,2,2,Unfurnished,Bachelors/Family,Carpet Area,Oragadam,20000,,Chennai,Contact Owner
1,500,1,1,Furnished,Bachelors/Family,Carpet Area,Pallavaram,21000,,Chennai,Contact Agent
2,1050,2,2,Semi-Furnished,Bachelors/Family,Super Area,Velachery,22000,,Chennai,Contact Owner
4,2550,4,4,Semi-Furnished,Bachelors,Carpet Area,"Adyar, Sardar Patel Road",120000,,Chennai,Contact Agent
2,650,2,2,Unfurnished,Bachelors,Carpet Area,Kilpauk,15000,,Chennai,Contact Owner
1,800,1,1,Unfurnished,Bachelors/Family,Carpet Area,Kovur,5000,,Chennai,Contact Owner
2,1000,2,2,Unfurnished,Bachelors/Family,Super Area,Iyyappanthangal,15000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Choolaimedu,19000,,Chennai,Contact Owner
3,1475,3,3,Semi-Furnished,Bachelors/Family,Super Area,"Adyar, Sardar Patel Road",37500,,Chennai,Contact Owner
1,360,1,1,Semi-Furnished,Bachelors/Family,Super Area,Mogappair West,8000,,Chennai,Contact Owner
3,1600,3,3,Unfurnished,Bachelors/Family,Carpet Area,"Adyar, Sardar Patel Road",45000,,Chennai,Contact Agent
1,550,1,1,Unfurnished,Bachelors/Family,Super Area,Perumbakkam,5000,,Chennai,Contact Owner
3,1800,2,2,Unfurnished,Bachelors,Super Area,Kolathur,30000,,Chennai,Contact Owner
2,1000,2,2,Unfurnished,Bachelors/Family,Super Area,"Kesari Nagar, Adambakkam",17000,,Chennai,Contact Owner
2,700,2,2,Furnished,Bachelors/Family,Super Area,Karapakkam,15000,,Chennai,Contact Owner
1,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Thirunagar,3500,,Chennai,Contact Owner
3,1132,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Korattur, Jawaharlal Nehru Road",25000,,Chennai,Contact Agent
3,1400,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Old Mahabalipuram Road,17000,,Chennai,Contact Owner
5,3300,5,5,Semi-Furnished,Bachelors/Family,Super Area,"Valasaravakkam, Arcot Road",50000,,Chennai,Contact Owner
3,1400,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Chembarambakkam,22000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Super Area,Ambattur,12000,,Chennai,Contact Owner
3,80,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Pudupakkam,10000,,Chennai,Contact Owner
3,1000,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",10000,,Chennai,Contact Owner
2,1020,2,2,Semi-Furnished,Bachelors/Family,Super Area,Vadapalani,26000,,Chennai,Contact Agent
2,500,2,2,Furnished,Bachelors/Family,Carpet Area,"Vengaivasal, Medavakkam",9000,,Chennai,Contact Owner
2,900,2,2,Furnished,Bachelors/Family,Super Area,Keelkattalai,12000,,Chennai,Contact Owner
2,600,1,1,Unfurnished,Bachelors/Family,Carpet Area,58 block,8500,,Chennai,Contact Owner
2,1100,2,2,Unfurnished,Bachelors/Family,Super Area,Old Mahabalipuram Road,7000,,Chennai,Contact Owner
2,1200,3,3,Unfurnished,Family,Carpet Area,mahindra city,12000,,Chennai,Contact Owner
2,650,2,2,Unfurnished,Bachelors/Family,Carpet Area,Old Washermanpet,12000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Velachery,26000,,Chennai,Contact Owner
3,100,2,2,Unfurnished,Bachelors/Family,Carpet Area,Ambattur railway station,13000,,Chennai,Contact Owner
2,1100,2,2,Unfurnished,Bachelors/Family,Carpet Area,Nandanam Extension,30000,,Chennai,Contact Owner
2,585,2,2,Unfurnished,Bachelors/Family,Super Area,Pallavaram,30000,,Chennai,Contact Owner
2,740,2,2,Unfurnished,Bachelors/Family,Super Area,Madipakkam,12000,,Chennai,Contact Owner
1,550,1,1,Unfurnished,Bachelors/Family,Super Area,Guindy,10000,,Chennai,Contact Owner
2,786,2,2,Furnished,Bachelors/Family,Super Area,"Villivakkam, Jawaharlal Nehru Road",13000,,Chennai,Contact Owner
2,1100,2,2,Unfurnished,Family,Carpet Area,Irumbuliyur,13000,,Chennai,Contact Owner
3,1500,3,3,Semi-Furnished,Bachelors,Super Area,Virugambakkam,40000,,Chennai,Contact Agent
3,1440,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Mahindra World City,25000,,Chennai,Contact Owner
1,700,1,1,Semi-Furnished,Bachelors/Family,Super Area,Ayanavaram,8000,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Super Area,Kallikuppam,6000,,Chennai,Contact Owner
3,1200,2,2,Semi-Furnished,Bachelors/Family,Super Area,Velachery,17000,,Chennai,Contact Owner
3,1785,3,3,Semi-Furnished,Family,Super Area,Old Mahabalipuram Road,17000,,Chennai,Contact Owner
2,1050,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kovilambakkam,15000,,Chennai,Contact Owner
2,700,1,1,Semi-Furnished,Bachelors/Family,Super Area,"Tirumudivakkam, Thiruvanmiyur",8500,,Chennai,Contact Owner
2,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Suriyammapet, Saidapet",8500,,Chennai,Contact Owner
2,803,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Moulivakkam, Moulivakkam",11000,,Chennai,Contact Owner
3,1800,3,3,Semi-Furnished,Bachelors,Super Area,in Saligramam,60000,,Chennai,Contact Agent
2,985,2,2,Unfurnished,Bachelors,Carpet Area,Selaiyur,18000,,Chennai,Contact Owner
4,2880,3,3,Semi-Furnished,Bachelors,Super Area,Thoraipakkam,70000,,Chennai,Contact Agent
2,850,2,2,Unfurnished,Bachelors,Super Area,Madambakkam,10000,,Chennai,Contact Owner
3,1100,2,2,Unfurnished,Bachelors/Family,Carpet Area,independent Apartment dhandeeshwatam nagar velachery,20000,,Chennai,Contact Owner
2,1100,2,2,Semi-Furnished,Bachelors/Family,Super Area,Madipakkam,16000,,Chennai,Contact Owner
2,1500,2,2,Furnished,Bachelors/Family,Super Area,"Tambaram, GST Road",10000,,Chennai,Contact Owner
3,1975,3,3,Semi-Furnished,Family,Super Area,"Egmore, PH Road",100000,,Chennai,Contact Agent
1,400,1,1,Unfurnished,Bachelors/Family,Super Area,"Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road",7000,,Chennai,Contact Owner
2,914,2,2,Semi-Furnished,Bachelors/Family,Super Area,Adambakkam,17000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Velachery,17000,,Chennai,Contact Owner
3,1170,2,2,Semi-Furnished,Bachelors/Family,Super Area,Teynampet,39000,,Chennai,Contact Owner
1,350,1,1,Unfurnished,Bachelors/Family,Super Area,Mugalivakkam,6500,,Chennai,Contact Owner
3,1120,2,2,Unfurnished,Bachelors,Carpet Area,BHEL Nagar-Medavakkam,15000,,Chennai,Contact Owner
2,1100,2,2,Unfurnished,Bachelors/Family,Super Area,"Puzhuthivakkam, Madipakkam",17000,,Chennai,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,Thiruverkkadu,6800,,Chennai,Contact Owner
3,1435,3,3,Furnished,Bachelors/Family,Super Area,Nungambakkam,110000,,Chennai,Contact Owner
1,200,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Arumbakkam,8500,,Chennai,Contact Owner
3,1444,3,3,Semi-Furnished,Bachelors,Super Area,Nungambakkam,65000,,Chennai,Contact Agent
1,350,1,1,Semi-Furnished,Bachelors/Family,Super Area,Kilpauk,7500,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Super Area,Perumbakkam,10000,,Chennai,Contact Owner
3,1503,2,2,Semi-Furnished,Family,Carpet Area,Ram Nagar-Nanganallur,34000,,Chennai,Contact Owner
3,1200,3,3,Unfurnished,Bachelors/Family,Super Area,Selaiyur,17000,,Chennai,Contact Owner
3,900,2,2,Unfurnished,Bachelors,Carpet Area,"Loganathan Colony, Mylapore",23000,,Chennai,Contact Owner
1,625,1,1,Semi-Furnished,Bachelors/Family,Super Area,Iyyappanthangal,17000,,Chennai,Contact Owner
2,860,2,2,Semi-Furnished,Bachelors/Family,Super Area,Vandalur,8500,,Chennai,Contact Owner
2,960,2,2,Unfurnished,Bachelors/Family,Super Area,"Chromepet, GST Road",10000,,Chennai,Contact Owner
2,550,1,1,Unfurnished,Bachelors,Super Area,"Perungalathur, Chennai Bypass Road",8000,,Chennai,Contact Owner
3,1000,3,3,Semi-Furnished,Bachelors/Family,Super Area,"Egmore, PH Road",30000,,Chennai,Contact Owner
1,520,1,1,Semi-Furnished,Bachelors/Family,Super Area,Vadapalani,15000,,Chennai,Contact Owner
3,1500,2,2,Unfurnished,Bachelors/Family,Super Area,Arumbakkam,25000,,Chennai,Contact Agent
2,966,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kolathur,16500,,Chennai,Contact Owner
3,1400,3,3,Semi-Furnished,Bachelors/Family,Super Area,Semmancheri,40000,,Chennai,Contact Owner
3,1300,2,2,Semi-Furnished,Bachelors/Family,Super Area,Sriperumbudur,15000,,Chennai,Contact Owner
3,1062,2,2,Semi-Furnished,Bachelors/Family,Super Area,Pudupakkam,12000,,Chennai,Contact Owner
3,1850,3,3,Semi-Furnished,Bachelors,Carpet Area,Thoraipakkam,35000,,Chennai,Contact Owner
2,600,2,2,Unfurnished,Bachelors/Family,Carpet Area,Ambattur,8000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Poonamallee,11000,,Chennai,Contact Owner
3,1065,3,3,Semi-Furnished,Bachelors/Family,Super Area,Washermanpet,20000,,Chennai,Contact Owner
3,950,3,3,Unfurnished,Bachelors,Carpet Area,"Kattupakkam, PH Road",17000,,Chennai,Contact Owner
2,740,2,2,Unfurnished,Family,Super Area,Chitlapakkam,9000,,Chennai,Contact Owner
2,700,2,2,Semi-Furnished,Bachelors/Family,Super Area,Ashok Nagar,16500,,Chennai,Contact Owner
2,880,2,2,Unfurnished,Family,Carpet Area,Thiruneermalai,12000,,Chennai,Contact Owner
2,890,2,2,Unfurnished,Bachelors,Super Area,"Padur, Old Mahabalipuram Road",12500,,Chennai,Contact Owner
2,1100,2,2,Unfurnished,Bachelors/Family,Super Area,Besant Nagar,25000,,Chennai,Contact Owner
2,700,2,2,Furnished,Bachelors/Family,Super Area,Ambattur,15000,,Chennai,Contact Owner
3,1155,2,2,Unfurnished,Bachelors/Family,Super Area,Old Mahabalipuram Road,14000,,Chennai,Contact Owner
3,1500,3,3,Semi-Furnished,Bachelors,Carpet Area,"R.A Puram, Mandaiveli",72000,,Chennai,Contact Agent
1,550,1,1,Unfurnished,Bachelors/Family,Super Area,Ambattur,10000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Mogappair East,17000,,Chennai,Contact Owner
2,550,2,2,Unfurnished,Bachelors/Family,Super Area,Choolaimedu,12000,,Chennai,Contact Owner
3,2900,3,3,Semi-Furnished,Bachelors,Carpet Area,MRC Nagar,72000,,Chennai,Contact Agent
3,2100,2,2,Semi-Furnished,Bachelors/Family,Super Area,Sholinganallur,26000,,Chennai,Contact Agent
2,1000,2,2,Unfurnished,Bachelors/Family,Super Area,"Perungalathur, Chennai Bypass Road",10500,,Chennai,Contact Owner
2,800,1,1,Unfurnished,Bachelors/Family,Super Area,Anakaputhur,15000,,Chennai,Contact Owner
2,900,1,1,Unfurnished,Bachelors,Carpet Area,"Valasaravakkam, Arcot Road",8500,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Kovilambakkam,10000,,Chennai,Contact Owner
2,1015,3,3,Semi-Furnished,Bachelors/Family,Super Area,Poonamallee,10000,,Chennai,Contact Owner
3,1700,3,3,Semi-Furnished,Bachelors/Family,Super Area,"Urapakkam, Vandalur R.F, GST Road",25000,,Chennai,Contact Owner
1,850,1,1,Unfurnished,Bachelors/Family,Super Area,Madambakkam,10000,,Chennai,Contact Owner
2,1260,3,3,Semi-Furnished,Bachelors/Family,Super Area,Porur,13000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Super Area,Nanganallur,16000,,Chennai,Contact Owner
1,550,1,1,Unfurnished,Bachelors/Family,Carpet Area,5000,5000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Ask Nagar, Adambakkam",9500,,Chennai,Contact Owner
3,1200,2,2,Semi-Furnished,Bachelors,Carpet Area,Nesapakkam,18000,,Chennai,Contact Owner
3,1570,3,3,Semi-Furnished,Bachelors/Family,Super Area,Selaiyur,24000,,Chennai,Contact Owner
1,570,1,1,Semi-Furnished,Bachelors/Family,Super Area,Mangadu,6166,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Anna Nagar West,20000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,Chintadripet,13000,,Chennai,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,"Villivakkam, Jawaharlal Nehru Road",8000,,Chennai,Contact Owner
2,1000,2,2,Unfurnished,Bachelors/Family,Super Area,Sholinganallur,18000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Carpet Area,Mambalam West,20000,,Chennai,Contact Owner
2,690,1,1,Unfurnished,Bachelors/Family,Super Area,Velachery,14000,,Chennai,Contact Owner
2,100,2,2,Semi-Furnished,Family,Carpet Area,Mogappair East,15000,,Chennai,Contact Owner
3,1200,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Chromepet, GST Road",25000,,Chennai,Contact Agent
2,1200,2,2,Semi-Furnished,Bachelors,Carpet Area,Nungambakkam,26000,,Chennai,Contact Agent
2,800,2,2,Unfurnished,Bachelors/Family,Super Area,Mudichur,9000,,Chennai,Contact Owner
3,1157,3,3,Unfurnished,Bachelors/Family,Super Area,"Kelambakkam, Old Mahabalipuram Road",15000,,Chennai,Contact Owner
2,780,2,2,Semi-Furnished,Bachelors/Family,Super Area,Velachery,15000,,Chennai,Contact Owner
3,2792,5,5,Furnished,Bachelors/Family,Super Area,Kellys,130000,,Chennai,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,Pallikaranai,7500,,Chennai,Contact Owner
2,750,2,2,Unfurnished,Bachelors/Family,Super Area,Perumbakkam,9500,,Chennai,Contact Owner
6,1800,6,6,Furnished,Bachelors/Family,Super Area,Besant Nagar,60000,,Chennai,Contact Owner
1,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Koyambedu,7000,,Chennai,Contact Owner
2,1153,2,2,Semi-Furnished,Family,Super Area,Mangadu,23000,,Chennai,Contact Owner
1,500,1,1,Furnished,Bachelors/Family,Super Area,Anna Nagar,18000,,Chennai,Contact Owner
3,1000,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",18000,,Chennai,Contact Owner
1,510,1,1,Unfurnished,Bachelors/Family,Super Area,"Madhavaram, Guntur Chennai Highway",6000,,Chennai,Contact Owner
2,730,2,2,Semi-Furnished,Family,Carpet Area,Keelkattalai,13000,,Chennai,Contact Owner
2,950,2,2,Unfurnished,Bachelors/Family,Super Area,Velachery,15000,,Chennai,Contact Owner
2,730,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Santhosapuram, Medavakkam",10000,,Chennai,Contact Owner
3,1400,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Madhavaram, Guntur Chennai Highway",22000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Poonamallee,10000,,Chennai,Contact Owner
1,506,1,1,Unfurnished,Bachelors/Family,Super Area,Pallikaranai,6500,,Chennai,Contact Owner
2,749,2,2,Unfurnished,Bachelors/Family,Super Area,Thandalam,7000,,Chennai,Contact Owner
1,520,1,1,Semi-Furnished,Bachelors/Family,Super Area,T Nagar,18000,,Chennai,Contact Owner
2,850,2,2,Unfurnished,Bachelors/Family,Super Area,Padapai,7000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Family,Super Area,"Lake Area, Nungambakkam",22000,,Chennai,Contact Owner
1,600,1,1,Unfurnished,Bachelors,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",7000,,Chennai,Contact Owner
1,1900,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Kailasapuram-Mylapore,15000,,Chennai,Contact Owner
2,600,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,"Rajakilpakkam, Selaiyur",8000,,Chennai,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,Selaiyur,7000,,Chennai,Contact Owner
1,550,1,1,Unfurnished,Bachelors/Family,Super Area,Pammal,9000,,Chennai,Contact Owner
2,1200,2,2,Unfurnished,Bachelors/Family,Super Area,Medavakkam,9800,,Chennai,Contact Owner
3,1107,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,sspdl Mayfair,14500,,Chennai,Contact Owner
1,550,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Iyyappanthangal,15000,,Chennai,Contact Agent
2,1150,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Iyyappanthangal,22000,,Chennai,Contact Agent
2,600,2,2,Unfurnished,Bachelors/Family,Super Area,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",9000,,Chennai,Contact Owner
3,1235,2,2,Semi-Furnished,Bachelors/Family,Super Area,Perambur,18000,,Chennai,Contact Owner
1,600,2,2,Unfurnished,Bachelors/Family,Super Area,Tharamani,8500,,Chennai,Contact Owner
1,400,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Perungalathur, Chennai Bypass Road",6500,,Chennai,Contact Owner
3,1400,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Nandambakkam,40000,,Chennai,Contact Agent
3,800,2,2,Unfurnished,Bachelors/Family,Carpet Area,Royapettah,17000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,Maduravoyal,12000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Anna Nagar,30000,,Chennai,Contact Owner
1,400,1,1,Unfurnished,Bachelors/Family,Super Area,Rani Anna Nagar,4000,,Chennai,Contact Owner
2,850,2,2,Furnished,Bachelors/Family,Super Area,Banu Nagar,14000,,Chennai,Contact Owner
3,1415,2,2,Furnished,Bachelors/Family,Super Area,G S T Road,25000,,Chennai,Contact Owner
1,281,1,1,Unfurnished,Bachelors/Family,Carpet Area,Thiruvanmiyur,8000,,Chennai,Contact Owner
1,600,1,1,Furnished,Bachelors/Family,Super Area,Arumbakkam,12500,,Chennai,Contact Owner
5,6000,4,4,Semi-Furnished,Bachelors/Family,Super Area,Navalur,100000,,Chennai,Contact Agent
2,1050,2,2,Unfurnished,Bachelors,Carpet Area,Perambur,14000,,Chennai,Contact Owner
1,390,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Bharath Nagar, Porur",7500,,Chennai,Contact Owner
3,950,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,chettipunniyam,17500,,Chennai,Contact Owner
3,1500,3,3,Semi-Furnished,Family,Carpet Area,Sholinganallur,27000,,Chennai,Contact Owner
2,200,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Purasawalkam, PH Road",16500,,Chennai,Contact Owner
2,926,2,2,Semi-Furnished,Bachelors/Family,Super Area,Madipakkam,12000,,Chennai,Contact Owner
3,1700,3,3,Semi-Furnished,Bachelors,Carpet Area,Gandhi Nagar Adyar,45000,,Chennai,Contact Owner
2,1068,2,2,Semi-Furnished,Family,Carpet Area,"Kamakoti Nagar, Pallikaranai",15000,,Chennai,Contact Owner
3,1800,3,3,Semi-Furnished,Family,Carpet Area,"TTK Nagar, Tambaram",14000,,Chennai,Contact Owner
2,590,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Mambalam West,17000,,Chennai,Contact Owner
